player_id,name_x,stats_global_id,age,yahoo_id,espn_id,swish_id,draft_pick,nfl_id,stats_id,fleaflicker_id,draft_round,position_x,weight,mfl_id,college,rotoworld_id,pfr_id,fantasy_data_id,name_y,rotowire_id,pff_id,birthdate_x,draft_year_x,db_season,height,sleeper_id,team_x,twitter_username,gsis_id,draft_ovr,cfbref_id,sportradar_id,fantasypros_id,ktc_id,merge_name,cbs_id,Row,player,team_y,position_y,id,avg_type,pass_yds,pass_yds_sd,pass_tds,pass_tds_sd,pass_int,pass_int_sd,rush_att,rush_att_sd,rush_yds,rush_yds_sd,rush_tds,rush_tds_sd,fumbles_lost,fumbles_lost_sd,two_pts,two_pts_sd,return_tds,return_tds_sd,rec,rec_sd,rec_yds,rec_yds_sd,rec_tds,rec_tds_sd,return_yds,return_yds_sd,idp_solo,idp_solo_sd,idp_sack,idp_sack_sd,idp_int,idp_int_sd,idp_pd,idp_pd_sd,idp_td,idp_td_sd,birthdate_y,draft_year_y,injury_status,injury_details,season_year,week,Unnamed: 0,position,team,points,sd_pts,dropoff,floor,ceiling,points_vor,floor_vor,ceiling_vor,rank,floor_rank,ceiling_rank,position_rank,tier,adp,aav,uncertainty,pick_number,owner,PPG,depth
4689546,Danny Gray,0.0,27.4,34061.0,4689546.0,1228586.0,41.0,54570.0,34061.0,,3.0,WR,200.0,15782.0,SMU,,GrayDa02,23573.0,Danny Gray,15804.0,121926.0,1999-04-01,2022.0,2026.0,72.0,8176.0,PHI,,00-0037828,105.0,danny-gray-1,7ec60efe-5dd3-43c3-b76f-f0d00589fdc3,24178.0,,danny gray,3168336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,9
4591235,Mitchell Agude,0.0,26.0,,4591235.0,1215067.0,,56372.0,40650.0,,,LB,250.0,16993.0,Miami (FL),,AgudMi01,,Mitchell Agude,17321.0,131787.0,1999-03-10,2023.0,2026.0,76.0,11394.0,DET,,00-0038682,,,fbf61e90-f0d3-11ed-8009-87febfbad4f0,,,mitchell agude,3162368.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,9
4427278,Xavier Gipson,0.0,25.4,40548.0,4427278.0,1177970.0,,56252.0,40548.0,,,WR,189.0,16416.0,Stephen F. Austin,,GipsXa00,24472.0,Xavier Gipson,17045.0,104136.0,2001-03-08,2023.0,2026.0,69.0,11306.0,NYG,,00-0038496,,,840a7940-ebaa-11ed-a11b-41cbcb1c4445,25758.0,1504.0,xavier gipson,3127427.0,392.0,Xavier Gipson,NYJ,WR,16416.0,robust,,,,,,,0.0,0.0,3.75,1.85325,0.0,0.0,0.75,0.37065,,,1.0,0.0,5.6,2.07564,73.15,27.94701,0.0,0.0,,,,,,,,,,,,,2001-03-08,2023.0,Q,Shoulder,2025.0,0.0,,,,,,,,,,,,,,,,,,,,0,,,9
4869645,Caleb Douglas,0.0,22.9,,4869645.0,,11.0,62697.0,42697.0,,3.0,WR,206.0,17599.0,Texas Tech,,DougCa00,26862.0,Caleb Douglas,19343.0,,2003-09-09,2026.0,2026.0,76.0,13296.0,MIA,,00-0041523,75.0,caleb-douglas-1,9e86188e-bdd6-4ba4-af4b-9cfe7f38e159,,2016.0,caleb douglas,28900321.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,9
4361748,Anthony Johnson Jr.,0.0,26.2,40282.0,4361748.0,1121747.0,25.0,56107.0,40282.0,,7.0,S,205.0,16362.0,Iowa State,,JohnAn08,24415.0,Anthony Johnson,17429.0,76736.0,1999-12-02,2023.0,2026.0,72.0,11036.0,FA,,00-0038411,242.0,anthony-johnson-15,f7bc36e8-7fb8-4d91-8216-f6a3a669f069,25272.0,,anthony johnson,2866594.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,9
3116679,M.J. Stewart,823096.0,30.9,31023.0,3116679.0,823096.0,21.0,46122.0,31023.0,,2.0,S,205.0,13736.0,North Carolina,13166.0,StewM.00,19893.0,M.J. Stewart,12836.0,49397.0,1995-09-16,2018.0,2026.0,71.0,5055.0,HOU,,00-0034355,53.0,mj-stewart-1,3d405d21-bfdd-4495-afe3-9e96d1972ee2,17491.0,,mj stewart,2130954.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,9
4361765,Brayden Narveson,0.0,26.4,,4361765.0,1106030.0,,57790.0,41235.0,,,PK,215.0,16873.0,North Carolina State,,NarvBr00,,Brayden Narveson,18303.0,77073.0,1999-09-28,2024.0,2026.0,71.0,11949.0,FA,,00-0039649,,,4ba68790-06ef-11ef-86ff-fd9ee14639a0,26581.0,,brayden narveson,2964952.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,9
4361767,Will McDonald IV,0.0,27.2,40038.0,4361767.0,1121754.0,15.0,55879.0,40038.0,,1.0,DE,245.0,16252.0,Iowa State,,McDoWi00,24276.0,Will McDonald,16971.0,76842.0,1999-06-04,2023.0,2026.0,76.0,10883.0,NYJ,,00-0039142,15.0,will-mcdonald-1,21792a74-7864-4234-bc47-891d5f9e7024,25254.0,,will mcdonald,2962588.0,607.0,Will McDonald,NYJ,DL,16252.0,robust,,,,,,,,,,,,,,,,,,,,,,,,,,,22.25,7.78365,,,0.0,0.0,3.25,1.85325,0.0,0.0,1999-06-04,2023.0,,,,,,,,,,,,,,,,,,,,,,,,0,,,9
4361777,Zamir White,0.0,26.9,34078.0,4361777.0,1110697.0,17.0,54587.0,34078.0,,4.0,RB,227.0,15714.0,Georgia,,WhitZa01,22539.0,Zamir White,15852.0,83665.0,1999-09-18,2022.0,2026.0,71.0,8139.0,FA,,00-0038040,122.0,zamir-white-1,440d7750-672e-4293-8eb0-89b241a498eb,20095.0,,zamir white,2963641.0,148.0,Zamir White,LVR,RB,15714.0,robust,,,,,,,65.9932222020602,38.4395350529019,234.85,123.35232,1.0,0.14826,1.1,1.63086,0.0,,0.0,,9.075,8.30256,58.6,41.95758,0.246513371150729,0.0,128.0,0.0,,,,,,,,,,,1999-09-18,2022.0,,,,,,,,,,,,,,,,,,,,,,,,0,,,9
4361778,Kearis Jackson,0.0,26.2,40326.0,4361778.0,1110686.0,,56694.0,40326.0,,,WR,196.0,16456.0,Georgia,,JackKe02,,Kearis Jackson,16906.0,84188.0,1999-12-09,2023.0,2026.0,71.0,11099.0,FA,,00-0038969,,,b2a691c0-e764-11ed-8199-d58dac5a4f8e,22961.0,,kearis jackson,2963747.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,9
